"IATA","airportID","name","city","country","ICAO","latitude","longitude","altitude","timezone","DST","tzFormat","typeAirport","Source","totalFlights"
"DIB",3057,"Dibrugarh Airport","Mohanbari","India","VEMN",27.4839000702,95.0168991089,362,5.5,"N","Asia/Calcutta","airport","OurAirports",6
"DIE",923,"Arrachart Airport","Antsiranana","Madagascar","FMNA",-12.3493995666504,49.2916984558105,374,3,"U","Indian/Antananarivo","airport","OurAirports",5
"DIG",6375,"Diqing Airport","Shangri-La","China","ZPDQ",27.7936,99.6772,10761,8,"U","Asia/Shanghai","airport","OurAirports",7
"DIJ",1425,"Dijon-Bourgogne Airport","Dijon","France","LFSD",47.268901825,5.09000015259,726,1,"E","Europe/Paris","airport","OurAirports",1
"DIK",7064,"Dickinson Theodore Roosevelt Regional Airport","Dickinson","United States","KDIK",46.7974014282,-102.802001953,2592,-7,"A","America/Denver","airport","OurAirports",2
"DIL",3310,"Presidente Nicolau Lobato International Airport","Dili","East Timor","WPDL",-8.54640007019,125.526000977,154,9,"U","Asia/Dili","airport","OurAirports",4
"DIN",6192,"Dien Bien Phu Airport","Dienbienphu","Vietnam","VVDB",21.3974990845,103.008003235,1611,7,"U","Asia/Saigon","airport","OurAirports",1
"DIQ",10155,"Brigadeiro Cabral Airport","Divinopolis","Brazil","SNDV",-20.180700302124,-44.870899200439,2608,-3,"S",\N,"airport","OurAirports",\N
"DIR",1112,"Aba Tenna Dejazmach Yilma International Airport","Dire Dawa","Ethiopia","HADR",9.62469959259033,41.8541984558105,3827,3,"U","Africa/Addis_Ababa","airport","OurAirports",3
"DIS",5611,"Ngot Nzoungou Airport","Loubomo","Congo (Brazzaville)","FCPL",-4.20635,12.6599,1079,1,"N","Africa/Brazzaville","airport","OurAirports",\N
"DIU",5711,"Diu Airport","Diu","India","VA1P",20.7131004333496,70.9210968017578,31,5.5,"N","Asia/Calcutta","airport","OurAirports",2
"DIY",1722,"Diyarbakir Airport","Diyabakir","Turkey","LTCC",37.893901825,40.2010002136,2251,3,"E","Europe/Istanbul","airport","OurAirports",7
"DJB",3287,"Sultan Thaha Airport","Jambi","Indonesia","WIPA",-1.63802003860474,103.643997192383,82,7,"N","Asia/Jakarta","airport","OurAirports",6
"DJE",293,"Djerba Zarzis International Airport","Djerba","Tunisia","DTTJ",33.875,10.7755002975464,19,1,"E","Africa/Tunis","airport","OurAirports",36
"DJG",211,"Djanet Inedbirene Airport","Djanet","Algeria","DAAJ",24.2928009033,9.45244026184,3176,1,"N","Africa/Algiers","airport","OurAirports",1
"DJJ",3244,"Sentani Airport","Jayapura","Indonesia","WAJJ",-2.57695007324219,140.516006469727,289,9,"N","Asia/Jayapura","airport","OurAirports",18
"DJO",255,"Daloa Airport","Daloa","Cote d'Ivoire","DIDL",6.79280996322632,-6.47318983078003,823,0,"N","Africa/Abidjan","airport","OurAirports",\N
"DKI",7572,"Dunk Island Airport","Dunk Island","Australia","YDKI",-17.9416999817,146.13999939,6,10,"U","Australia/Brisbane","airport","OurAirports",\N
"DKK",8545,"Chautauqua County-Dunkirk Airport","Dunkirk","United States","KDKK",42.49330139,-79.27200317,693,-5,"A","America/New_York","airport","OurAirports",\N
"DKR",1084,"Léopold Sédar Senghor International Airport","Dakar","Senegal","GOOY",14.7397003173828,-17.4902000427246,85,0,"N","Africa/Dakar","airport","OurAirports",67
"DKS",8695,"Dikson Airport","Dikson","Russia","UODD",73.5178070068359,80.3796691894531,47,7,"N","Asia/Krasnoyarsk","airport","OurAirports",\N
"DKX",8296,"Knoxville Downtown Island Airport","Knoxville","United States","KDKX",35.9639015197754,-83.8739013671875,833,-5,"A","America/New_York","airport","OurAirports",\N
"DLA",897,"Douala International Airport","Douala","Cameroon","FKKD",4.0060801506,9.71947956085,33,1,"N","Africa/Douala","airport","OurAirports",47
"DLC",3404,"Zhoushuizi Airport","Dalian","China","ZYTL",38.9656982421875,121.539001464844,107,8,"U","Asia/Shanghai","airport","OurAirports",143
"DLE",1309,"Dole-Tavaux Airport","Dole","France","LFGJ",47.042686,5.435061,645,1,"E","Europe/Paris","airport","OurAirports",3
"DLF",3483,"Laughlin Air Force Base","Del Rio","United States","KDLF",29.359500885,-100.777999878,1082,-6,"A","America/Chicago","airport","OurAirports",\N
"DLG",3460,"Dillingham Airport","Dillingham","United States","PADL",59.04470062,-158.5050049,81,-9,"A","America/Anchorage","airport","OurAirports",3
"DLH",3598,"Duluth International Airport","Duluth","United States","KDLH",46.8420982361,-92.1936035156,1428,-6,"A","America/Chicago","airport","OurAirports",4
"DLI",4153,"Lien Khuong Airport","Dalat","Vietnam","VVDL",11.75,108.366996765137,3156,7,"U","Asia/Saigon","airport","OurAirports",5
"DLK",11658,"Dulkaninna Airport","Dulkaninna","Australia","YDLK",-29.0132999420166,138.481002807617,0,9.5,"U",\N,"airport","OurAirports",\N
"DLL",8524,"Baraboo Wisconsin Dells Airport","Baraboo","United States","KDLL",43.52270126,-89.77020264,979,-6,"A","America/Chicago","airport","OurAirports",\N
"DLM",1715,"Dalaman International Airport","Dalaman","Turkey","LTBS",36.7131004333,28.7924995422,20,3,"E","Europe/Istanbul","airport","OurAirports",59
"DLU",4054,"Dali Airport","Dali","China","ZPDL",25.649401,100.319,7050,8,"U","Asia/Shanghai","airport","OurAirports",7
"DLY",5916,"Dillon's Bay Airport","Dillon's Bay","Vanuatu","NVVD",-18.7693996429,169.00100708,630,11,"U","Pacific/Efate","airport","OurAirports",2
"DLZ",6372,"Dalanzadgad Airport","Dalanzadgad","Mongolia","ZMDZ",43.5917015075684,104.430000305176,4787,8,"U","Asia/Ulaanbaatar","airport","OurAirports",1
"DMA",3562,"Davis Monthan Air Force Base","Tucson","United States","KDMA",32.1665000916,-110.883003235,2704,-7,"A","America/Phoenix","airport","OurAirports",\N
"DMB",2911,"Taraz Airport","Dzhambul","Kazakhstan","UADD",42.8535995483398,71.303596496582,2184,6,"U","Asia/Qyzylorda","airport","OurAirports",3
"DMD",6262,"Doomadgee Airport","Doomadgee","Australia","YDMG",-17.940299987793,138.822006225586,153,10,"O","Australia/Brisbane","airport","OurAirports",3
"DME",4029,"Domodedovo International Airport","Moscow","Russia","UUDD",55.4087982177734,37.9062995910645,588,3,"N","Europe/Moscow","airport","OurAirports",325
"DMK",3157,"Don Mueang International Airport","Bangkok","Thailand","VTBD",13.9125995636,100.607002258,9,7,"U","Asia/Bangkok","airport","OurAirports",67
"DMM",2064,"King Fahd International Airport","Dammam","Saudi Arabia","OEDF",26.4712009429932,49.7979011535645,72,3,"U","Asia/Riyadh","airport","OurAirports",82
"DMN",11830,"Deming Municipal Airport","Deming","United States","KDMN",32.262298584,-107.721000671,4314,\N,\N,\N,"airport","OurAirports",\N
"DMT",7406,"Diamantino Airport","Diamantino","Brazil","SWDM",-14.3768997192383,-56.4003982543945,1476,-4,"S","America/Campo_Grande","airport","OurAirports",\N
"DMU",6174,"Dimapur Airport","Dimapur","India","VEMR",25.8838996887,93.7711029053,487,5.5,"N","Asia/Calcutta","airport","OurAirports",2
"DNA",2386,"Kadena Air Base","Kadena","Japan","RODN",26.3556,127.767998,143,9,"U","Asia/Tokyo","airport","OurAirports",\N
"DND",540,"Dundee Airport","Dundee","United Kingdom","EGPN",56.4524993896484,-3.02583003044128,17,0,"E","Europe/London","airport","OurAirports",1
"DNH",4308,"Dunhuang Airport","Dunhuang","China","ZLDH",40.1610984802246,94.809196472168,0,8,"U","Asia/Shanghai","airport","OurAirports",7
"DNK",2941,"Dnipropetrovsk International Airport","Dnepropetrovsk","Ukraine","UKDD",48.3572006225586,35.1006011962891,481,2,"E","Europe/Kiev","airport","OurAirports",14
"DNL",8318,"Daniel Field","Augusta","United States","KDNL",33.4664993286,-82.0393981934,423,-5,"A","America/New_York","airport","OurAirports",\N
"DNN",8299,"Dalton Municipal Airport","Dalton","United States","KDNN",34.72290039,-84.87020111,709,-5,"A","America/New_York","airport","OurAirports",\N
"DNP",4178,"Tulsipur Airport","Dang","Nepal","VNDG",28.1110992431641,82.2941970825195,2100,5.75,"N","Asia/Katmandu","airport","OurAirports",\N
"DNQ",12021,"Deniliquin Airport","Deniliquin","Australia","YDLQ",-35.5593986511,144.945999146,316,\N,\N,\N,"airport","OurAirports",\N
"DNR",1405,"Dinard-Pleurtuit-Saint-Malo Airport","Dinard","France","LFRD",48.5876998901367,-2.07996010780334,219,1,"E","Europe/Paris","airport","OurAirports",3
"DNV",9191,"Vermilion Regional Airport","Danville","United States","KDNV",40.19919968,-87.59590149,697,-6,"A","America/Chicago","airport","OurAirports",\N
"DNZ",1699,"Çardak Airport","Denizli","Turkey","LTAY",37.7855987549,29.7012996674,2795,3,"E","Europe/Istanbul","airport","OurAirports",2
"DOD",1178,"Dodoma Airport","Dodoma","Tanzania","HTDO",-6.17044019699097,35.7526016235352,3673,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",\N
"DOG",1167,"Dongola Airport","Dongola","Sudan","HSDN",19.1539001465,30.4300994873,772,3,"U","Africa/Khartoum","airport","OurAirports",\N
"DOK",2940,"Donetsk International Airport","Donetsk","Ukraine","UKCC",48.073600769043,37.7397003173828,791,2,"E","Europe/Kiev","airport","OurAirports",15
"DOL",1408,"Deauville-Saint-Gatien Airport","Deauville","France","LFRG",49.3652992249,0.154305994511,479,1,"E","Europe/Paris","airport","OurAirports",2
"DOM",2877,"Melville Hall Airport","Dominica","Dominica","TDPD",15.5469999313354,-61.2999992370605,73,-4,"U","America/Dominica","airport","OurAirports",18
"DOP",4186,"Dolpa Airport","Dolpa","Nepal","VNDP",28.9857006072998,82.8190994262695,8200,5.75,"N","Asia/Katmandu","airport","OurAirports",\N
"DOU",7380,"Dourados Airport","Dourados","Brazil","SSDO",-22.2019,-54.926601,1503,-4,"S","America/Campo_Grande","airport","OurAirports",3
"DOV",3487,"Dover Air Force Base","Dover","United States","KDOV",39.12950134,-75.46600342,24,-5,"A","America/New_York","airport","OurAirports",\N
"DPA",3699,"Dupage Airport","West Chicago","United States","KDPA",41.90779877,-88.24859619,759,-6,"A","America/Chicago","airport","OurAirports",\N
"DPL",4201,"Dipolog Airport","Dipolog","Philippines","RPMG",8.60198349877,123.341875076,12,8,"N","Asia/Manila","airport","OurAirports",4
"DPO",6264,"Devonport Airport","Devonport","Australia","YDPO",-41.1697006226,146.429992676,33,10,"O","Australia/Melbourne","airport","OurAirports",1
"DPS",3940,"Ngurah Rai (Bali) International Airport","Denpasar","Indonesia","WADD",-8.7481698989868,115.16699981689,14,8,"N","Asia/Makassar","airport","OurAirports",101
"DQH",8273,"Douglas Municipal Airport","Douglas","United States","KDQH",31.4766998291016,-82.8604965209961,257,-5,"A","America/New_York","airport","OurAirports",\N
"DRA",11831,"Desert Rock Airport","Mercury","United States","KDRA",36.6194,-116.032997,3314,\N,\N,\N,"airport","OurAirports",\N
"DRB",7569,"Derby Airport","Derby","Australia","YDBY",-17.3700008392334,123.661003112793,24,8,"U","Australia/Perth","airport","OurAirports",\N
"DRG",6755,"Deering Airport","Deering","United States","PADE",66.0696029663,-162.76600647,21,-9,"A","America/Anchorage","airport","OurAirports",4
"DRI",3786,"Beauregard Regional Airport","Deridder","United States","KDRI",30.8316993713,-93.3398971558,202,-6,"A","America/Chicago","airport","OurAirports",\N
"DRJ",7330,"Drietabbetje Airport","Drietabbetje","Suriname","SMDA",4.11666679382,-54.6666717529,236,-3,"U","America/Paramaribo","airport","OurAirports",\N
"DRK",6945,"Drake Bay Airport","Puntarenas","Costa Rica","MRDK",8.71889019012,-83.6417007446,12,-6,"N","America/Costa_Rica","airport","OurAirports",3
"DRM",8644,"Drummond Island Airport","Drummond Island","United States","KDRM",46.0093002319,-83.7438964844,668,-5,"A","America/New_York","airport","OurAirports",\N
"DRN",12020,"Dirranbandi Airport",\N,"Australia","YDBI",-28.5916996002197,148.216995239258,567,\N,\N,\N,"airport","OurAirports",\N
"DRO",3713,"Durango La Plata County Airport","Durango","United States","KDRO",37.1515007019,-107.753997803,6685,-7,"A","America/Denver","airport","OurAirports",5
"DRS",338,"Dresden Airport","Dresden","Germany","EDDC",51.1328010559082,13.7672004699707,755,1,"E","Europe/Berlin","airport","OurAirports",22
"DRT",3792,"Del Rio International Airport","Del Rio","United States","KDRT",29.3742008209,-100.927001953,1002,-6,"A","America/Chicago","airport","OurAirports",\N
"DRV",11257,"Dharavandhoo Airport","DHARAVANDHOO","Maldives","VRMD",5.1561,73.1302,6,5,"N",\N,"airport","OurAirports",2
"DRW",3999,"Darwin International Airport","Darwin","Australia","YPDN",-12.4146995544434,130.876998901367,103,9.5,"N","Australia/Darwin","airport","OurAirports",44
"DSA",5562,"Robin Hood Doncaster Sheffield Airport","Doncaster, Sheffield","United Kingdom","EGCN",53.4805378105,-1.01065635681,55,0,"E","Europe/London","airport","OurAirports",9
"DSD",6075,"La Désirade Airport","Grande Anse","Guadeloupe","TFFA",16.2968997955322,-61.084400177002,10,-4,"U","America/Guadeloupe","airport","OurAirports",\N
"DSE",5678,"Combolcha Airport","Dessie","Ethiopia","HADC",11.0825004577637,39.7113990783691,6117,3,"U","Africa/Addis_Ababa","airport","OurAirports",\N
"DSK",5943,"Dera Ismael Khan Airport","Dera Ismael Khan","Pakistan","OPDI",31.9094009399414,70.896598815918,594,5,"N","Asia/Karachi","airport","OurAirports",2
"DSM",3729,"Des Moines International Airport","Des Moines","United States","KDSM",41.5340003967285,-93.6631011962891,958,-6,"A","America/Chicago","airport","OurAirports",28
"DSN",6434,"Ordos Ejin Horo Airport","Dongsheng","China","ZBDS",39.49,109.861388889,4557,8,"N","Asia/Shanghai","airport","OurAirports",25
"DSO",8785,"Sondok Airport","Hamhung","North Korea","ZKSD",39.745201,127.473999,12,8.5,"U","Asia/Pyongyang","airport","OurAirports",\N
"DTA",7581,"Delta Municipal Airport","Delta","United States","KDTA",39.3805999756,-112.508003235,4759,-7,"A","America/Denver","airport","OurAirports",\N
"DTB",9874,"Silangit Airport","Siborong-Borong","Indonesia","WIMN",2.25973,98.991898,4700,7,"N","Asia/Jakarta","airport","OurAirports",\N
"DTD",6208,"Datadawai Airport","Datadawai-Borneo Island","Indonesia","WALJ",0.8106,114.5306,508,8,"N","Asia/Makassar","airport","OurAirports",\N
"DTI",8254,"Diamantina Airport","Diamantina","Brazil","SNDT",-18.232000351,-43.6503982544,4446,-3,"S","America/Sao_Paulo","airport","OurAirports",\N
"DTM",373,"Dortmund Airport","Dortmund","Germany","EDLW",51.5182991028,7.61223983765,425,1,"E","Europe/Berlin","airport","OurAirports",34
"DTS",7514,"Destin Executive Airport","Destin","United States","KDTS",30.40010071,-86.47149658,23,-6,"A","America/Chicago","airport","OurAirports",\N
"DTW",3645,"Detroit Metropolitan Wayne County Airport","Detroit","United States","KDTW",42.2123985290527,-83.353401184082,645,-5,"A","America/New_York","airport","OurAirports",217
"DU9",10137,"Dunnville Airport","Dunnville","Canada","CDU9",42.8722000122,-79.5958023071,600,-5,"A",\N,"airport","OurAirports",\N
"DUB",599,"Dublin Airport","Dublin","Ireland","EIDW",53.4212989807129,-6.27007007598877,242,0,"E","Europe/Dublin","airport","OurAirports",207
"DUC",7880,"Halliburton Field","Duncan","United States","KDUC",34.47090149,-97.9598999,1114,-6,"A","America/Chicago","airport","OurAirports",\N
"DUD",2011,"Dunedin Airport","Dunedin","New Zealand","NZDN",-45.9281005859375,170.197998046875,4,12,"Z","Pacific/Auckland","airport","OurAirports",6
"DUE",5631,"Dundo Airport","Dundo","Angola","FNDU",-7.40088987350464,20.8185005187988,2451,1,"N","Africa/Luanda","airport","OurAirports",\N
"DUG",3474,"Bisbee Douglas International Airport","Douglas","United States","KDUG",31.4689998627,-109.603996277,4154,-7,"A","America/Phoenix","airport","OurAirports",\N
"DUH",837,"Oudtshoorn Airport","Oudtshoorn","South Africa","FAOH",-33.6069984436,22.188999176,1063,2,"U","Africa/Johannesburg","airport","OurAirports",\N
"DUJ",5734,"DuBois Regional Airport","Du Bois","United States","KDUJ",41.17829895,-78.8986969,1817,-5,"A","America/New_York","airport","OurAirports",2
"DUM",3274,"Pinang Kampai Airport","Dumai","Indonesia","WIBD",1.60919,101.433998,55,7,"N","Asia/Jakarta","airport","OurAirports",\N
"DUR",799,"King Shaka International Airport","Durban","South Africa","FALE",-29.6144444444,31.1197222222,295,2,"U","Africa/Johannesburg","airport","OurAirports",21
"DUS",345,"Düsseldorf International Airport","Duesseldorf","Germany","EDDL",51.2895011901855,6.76677989959717,147,1,"E","Europe/Berlin","airport","OurAirports",285
"DUT",3860,"Unalaska Airport","Unalaska","United States","PADU",53.900100708,-166.544006348,22,-9,"A","America/Anchorage","airport","OurAirports",3
"DVL",7063,"Devils Lake Regional Airport","Devils Lake","United States","KDVL",48.11420059,-98.90879822,1456,-6,"A","America/Chicago","airport","OurAirports",\N
"DVO",4090,"Francisco Bangoy International Airport","Davao","Philippines","RPMD",7.1255202293396,125.646003723145,96,8,"N","Asia/Manila","airport","OurAirports",14
"DVT",8030,"Phoenix Deer Valley Airport","Phoenix ","United States","KDVT",33.6883010864,-112.083000183,1478,-7,"A","America/Phoenix","airport","OurAirports",\N
"DWA",7651,"Yolo County Davis Woodland Winters Airport","Davis-Woodland-Winters","United States","KDWA",38.57910156,-121.8570023,100,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"DWB",5625,"Soalala Airport","Soalala","Madagascar","FMNO",-16.1016904207,45.3588366508,141,3,"U","Indian/Antananarivo","airport","OurAirports",\N
"DWC",8076,"Al Maktoum International Airport","Dubai","United Arab Emirates","OMDW",24.896356,55.161389,114,4,"U","Asia/Dubai","airport","OurAirports",44
"DWD",5924,"Dawadmi Domestic Airport","Dawadmi","Saudi Arabia","OEDW",24.5,44.4000015258789,3429,3,"U","Asia/Riyadh","airport","OurAirports",2
"DWH",4065,"David Wayne Hooks Memorial Airport","Houston","United States","KDWH",30.0618000031,-95.5528030396,152,-6,"A","America/Chicago","airport","OurAirports",\N
"DXB",2188,"Dubai International Airport","Dubai","United Arab Emirates","OMDB",25.2527999878,55.3643989563,62,4,"U","Asia/Dubai","airport","OurAirports",354
"DXR",8286,"Danbury Municipal Airport","Danbury","United States","KDXR",41.3714981079,-73.4822006226,458,-5,"A","America/New_York","airport","OurAirports",\N
"DYA",12022,"Dysart Airport",\N,"Australia","YDYS",-22.622200012207,148.363998413086,670,\N,\N,\N,"airport","OurAirports",\N
"DYG",6353,"Dayong Airport","Dayong","China","ZGDY",29.1028,110.443001,692,8,"U","Asia/Shanghai","airport","OurAirports",21
